user_id,plan_tier,tenure_months,user_age,daily_active_days,avg_session_mins,feature_adoption_score,goals_set,social_connections,streak_days,support_tickets_30d,payment_failures,days_since_last_login,monthly_charge,total_revenue,churned
USR_00121,premium,3,21,9.1,5.2,39.1,1,2,3,1,0,10,50.37,151.10999999999999,0
USR_00122,monthly,26,25,8.8,1.1,10.1,0,3,2,1,1,11,24.24,630.24,1
USR_00123,monthly,15,27,11.6,1.3,34.7,1,4,1,0,1,0,30.5,457.5,0
USR_00124,monthly,1,49,8.2,2.5,14.7,1,2,1,0,1,5,21.94,21.94,0
USR_00125,monthly,20,25,8.6,13.4,25.5,0,1,4,1,0,2,33.23,664.5999999999999,1
USR_00126,annual,8,25,4.0,15.6,12.3,1,4,2,0,0,6,27.8,222.4,0
USR_00127,premium,22,23,23.9,12.0,67.3,1,1,8,0,0,5,51.23,1127.06,0
USR_00128,monthly,11,36,7.6,4.9,23.3,1,3,6,1,0,0,30.49,335.39,0
USR_00129,annual,13,33,14.7,7.0,37.1,0,3,4,1,0,1,18.74,243.61999999999998,0
USR_00130,monthly,60,40,12.1,14.8,10.1,1,5,3,0,0,3,27.37,1642.2,1
USR_00131,monthly,3,37,17.5,12.9,25.8,0,1,3,1,0,4,30.38,91.14,1
USR_00132,monthly,11,20,4.3,17.8,24.3,1,3,1,0,0,4,29.39,323.29,0
USR_00133,monthly,7,25,14.7,3.3,20.0,0,2,4,0,0,3,27.7,193.9,0
USR_00134,premium,1,42,2.8,1.0,26.7,1,4,2,1,0,4,50.72,50.72,0
USR_00135,monthly,1,30,15.2,3.7,39.6,1,3,7,2,0,5,31.27,31.27,0
USR_00136,annual,1,41,4.3,5.1,18.9,1,1,1,1,0,0,20.86,20.86,0
USR_00137,annual,12,30,13.6,38.8,55.2,1,8,7,1,3,0,21.45,257.4,0
USR_00138,monthly,10,24,9.1,2.9,50.0,1,4,4,1,0,4,31.15,311.5,0
USR_00139,premium,9,29,18.1,21.0,44.8,1,1,10,0,0,5,49.34,444.06000000000006,0
USR_00140,premium,1,24,20.7,11.7,34.7,1,4,7,1,0,11,51.39,51.39,0
USR_00141,monthly,7,27,13.3,2.2,6.8,0,1,8,0,0,2,31.33,219.31,1
USR_00142,monthly,31,33,15.1,6.2,50.0,1,2,7,1,0,2,30.69,951.39,0
USR_00143,monthly,6,36,12.7,8.6,22.9,1,4,5,0,0,3,30.47,182.82,0
USR_00144,monthly,11,19,9.6,5.1,27.9,1,2,4,0,0,14,29.04,319.44,0
USR_00145,monthly,18,31,12.1,3.1,25.5,0,3,3,0,0,6,28.11,505.98,1
USR_00146,annual,18,27,20.5,3.5,11.8,0,5,6,2,1,6,23.32,419.76,0
USR_00147,annual,8,26,5.1,10.6,40.5,1,7,2,1,0,7,19.23,153.84,0
USR_00148,monthly,23,33,19.9,14.0,25.4,0,4,14,0,0,6,32.64,750.72,0
USR_00149,monthly,5,27,5.2,7.6,81.1,1,7,1,0,0,0,27.55,137.75,0
USR_00150,premium,26,43,21.4,34.1,24.1,1,5,8,0,0,3,45.29,1177.54,0
USR_00151,monthly,3,41,9.6,15.6,55.1,0,3,1,2,0,2,33.78,101.34,0
USR_00152,monthly,3,41,2.4,26.7,44.4,1,3,0,0,0,0,29.52,88.56,1
USR_00153,monthly,1,28,4.3,7.7,39.1,0,2,1,1,1,0,27.79,27.79,1
USR_00154,premium,19,24,5.2,1.0,25.9,1,2,1,2,0,8,48.48,921.1199999999999,0
USR_00155,monthly,6,32,12.0,10.8,31.1,1,3,1,0,0,3,31.08,186.48,1
USR_00156,annual,3,30,7.3,20.5,17.5,1,3,4,1,0,4,15.0,45.0,0
USR_00157,annual,3,27,10.3,9.2,24.5,1,4,3,1,0,2,19.2,57.599999999999994,0
USR_00158,monthly,27,22,5.7,10.1,29.9,0,3,3,0,0,11,31.55,851.85,1
USR_00159,annual,21,31,15.5,44.3,27.8,0,1,7,0,0,3,15.0,315.0,0
USR_00160,monthly,9,28,17.8,5.5,30.2,0,3,11,1,0,8,28.88,259.92,1
USR_00161,annual,11,37,17.1,19.4,13.9,0,3,10,0,0,2,20.71,227.81,0
USR_00162,annual,7,37,13.0,8.4,8.6,1,1,2,0,0,5,21.1,147.70000000000002,0
USR_00163,annual,5,40,10.6,7.5,9.9,1,4,5,2,1,5,17.21,86.05000000000001,0
USR_00164,monthly,29,21,15.8,1.9,53.4,0,4,3,2,0,1,25.3,733.7,1
USR_00165,annual,1,35,22.1,16.6,8.1,1,4,11,1,0,7,22.32,22.32,0
USR_00166,monthly,6,26,3.4,20.8,37.1,1,4,1,1,0,6,32.53,195.18,1
USR_00167,monthly,5,22,10.1,6.8,26.3,0,2,5,0,0,7,32.1,160.5,0
USR_00168,monthly,8,28,13.0,17.3,23.6,1,4,6,1,0,1,32.12,256.96,0
USR_00169,annual,7,40,27.8,10.4,65.1,1,2,7,0,0,5,16.0,112.0,0
USR_00170,annual,8,29,8.9,3.6,21.5,1,0,1,1,0,1,24.45,195.6,0
USR_00171,monthly,1,44,4.0,30.9,27.6,0,1,2,0,2,10,25.91,25.91,0
USR_00172,annual,8,36,9.8,14.3,77.5,0,4,3,0,1,2,15.0,120.0,0
USR_00173,monthly,3,28,3.4,25.3,14.9,0,2,2,0,0,2,25.21,75.63,1
USR_00174,annual,2,41,13.7,4.0,65.2,1,2,9,0,0,7,19.77,39.54,0
USR_00175,monthly,1,35,18.5,29.8,21.3,1,3,11,0,0,4,20.23,20.23,0
USR_00176,annual,17,24,17.4,5.4,33.8,1,3,4,1,0,6,20.74,352.58,0
USR_00177,monthly,6,46,21.8,1.0,35.9,0,1,3,1,1,1,26.82,160.92000000000002,1
USR_00178,premium,11,34,5.8,1.0,42.3,1,2,1,0,0,9,46.05,506.54999999999995,0
USR_00179,monthly,15,32,25.9,1.1,38.2,1,1,15,0,0,3,28.46,426.90000000000003,0
USR_00180,monthly,13,25,14.0,2.8,17.6,1,6,6,0,0,15,30.46,395.98,0
USR_00181,monthly,7,41,9.3,2.5,41.9,1,9,3,0,1,1,31.76,222.32000000000002,0
USR_00182,premium,5,36,28.3,1.0,40.7,1,5,10,0,3,3,53.3,266.5,1
USR_00183,premium,5,37,9.1,27.1,71.7,1,2,3,1,0,2,46.66,233.29999999999998,0
USR_00184,monthly,12,27,12.5,21.1,25.1,1,4,6,0,0,1,29.96,359.52,1
USR_00185,annual,8,38,9.6,17.3,12.4,1,1,2,0,0,3,16.76,134.08,0
USR_00186,annual,22,39,4.8,7.8,11.3,1,2,0,1,0,3,21.43,471.46,0
USR_00187,annual,24,26,19.8,6.6,73.0,1,3,11,0,0,2,20.53,492.72,1
USR_00188,annual,2,20,9.2,6.6,61.5,1,2,1,1,0,1,23.97,47.94,0
USR_00189,monthly,1,36,17.6,3.6,42.8,1,7,9,1,0,11,31.06,31.06,0
USR_00190,monthly,11,19,14.3,11.2,47.3,0,3,7,0,0,0,27.52,302.71999999999997,1
USR_00191,premium,4,33,30.0,1.0,39.1,1,3,24,0,0,2,51.56,206.24,0
USR_00192,premium,1,28,22.0,12.9,22.2,0,1,11,0,0,2,49.25,49.25,0
USR_00193,annual,26,41,5.6,8.7,42.7,1,4,3,1,3,1,23.29,605.54,1
USR_00194,monthly,3,28,9.9,20.3,16.4,1,1,6,1,0,5,30.3,90.9,0
USR_00195,monthly,31,40,5.1,43.2,66.3,1,6,2,0,0,2,32.13,996.0300000000001,0
USR_00196,annual,15,27,24.4,25.1,44.2,0,1,5,1,0,2,16.88,253.2,0
USR_00197,premium,17,39,20.8,15.3,36.9,1,2,9,0,0,3,49.67,844.39,1
USR_00198,premium,2,48,19.1,6.8,63.8,0,4,2,3,0,9,50.27,100.54,0
USR_00199,annual,3,23,3.8,2.9,16.7,1,2,2,1,0,2,15.0,45.0,0
USR_00200,annual,8,34,9.0,13.1,31.8,1,2,5,0,0,3,19.69,157.52,0
USR_00201,monthly,2,53,4.1,2.7,55.2,0,2,3,1,0,1,31.29,62.58,1
USR_00202,monthly,4,32,18.4,1.0,63.2,1,4,4,1,0,3,24.88,99.52,1
USR_00203,premium,4,32,11.6,10.2,26.4,1,3,3,0,2,1,47.05,188.2,0
USR_00204,annual,2,38,12.6,6.0,17.6,0,2,0,0,0,3,19.41,38.82,0
USR_00205,monthly,2,32,17.0,25.1,31.8,1,7,11,1,0,1,24.48,48.96,0
USR_00206,monthly,18,18,14.1,12.5,24.6,1,1,3,0,3,0,32.35,582.3000000000001,0
USR_00207,annual,2,41,13.9,12.5,59.2,0,2,9,1,0,25,23.23,46.46,0
USR_00208,monthly,1,18,6.5,18.6,46.3,1,2,1,0,0,1,29.96,29.96,1
USR_00209,monthly,11,28,15.2,4.9,57.1,1,2,4,1,0,2,30.99,340.89,0
USR_00210,annual,44,41,3.1,38.1,30.7,1,5,2,0,0,2,22.11,972.8399999999999,0
USR_00211,annual,4,29,10.1,3.0,39.7,1,3,6,2,0,8,19.11,76.44,1
USR_00212,annual,1,26,2.9,24.6,12.5,1,4,1,0,0,3,16.25,16.25,0
USR_00213,monthly,10,39,17.0,29.0,12.8,1,3,10,0,0,3,32.32,323.2,1
USR_00214,annual,28,25,11.9,1.0,29.5,1,4,3,0,0,8,23.85,667.8000000000001,0
USR_00215,monthly,18,22,16.2,12.0,28.8,1,6,3,1,0,3,30.13,542.34,0
USR_00216,monthly,11,34,15.2,16.6,24.9,1,5,4,2,0,3,31.12,342.32,0
USR_00217,annual,4,30,7.6,36.9,26.4,1,1,5,0,0,4,18.23,72.92,0
USR_00218,annual,9,22,5.4,3.5,27.3,1,3,1,2,0,4,21.86,196.74,0
USR_00219,annual,1,37,22.2,9.9,55.7,1,2,12,0,0,2,23.52,23.52,0
USR_00220,annual,13,35,22.9,17.8,44.8,1,5,12,0,0,7,20.75,269.75,0
USR_00221,annual,15,29,24.6,1.9,20.8,0,0,20,0,0,10,23.27,349.05,0
USR_00222,monthly,40,29,3.5,23.0,9.9,1,3,1,0,0,9,30.1,1204.0,0
USR_00223,monthly,3,35,13.6,6.2,8.1,1,2,5,0,0,4,24.49,73.47,1
USR_00224,monthly,1,41,17.3,12.3,29.6,0,4,6,0,0,3,27.13,27.13,0
USR_00225,monthly,9,29,5.5,1.0,24.6,0,5,1,0,0,1,34.51,310.59,1
USR_00226,premium,14,37,16.8,3.0,60.3,1,1,3,1,0,2,50.88,712.32,0
USR_00227,monthly,18,36,11.1,7.8,30.1,1,2,5,0,0,15,28.53,513.54,0
USR_00228,premium,2,39,10.2,4.1,29.3,1,3,2,1,0,2,51.41,102.82,0
USR_00229,annual,3,32,2.3,38.0,39.0,0,3,0,0,3,4,19.59,58.769999999999996,1
USR_00230,annual,8,24,17.3,19.0,29.5,0,4,6,2,0,5,20.04,160.32,0
USR_00231,annual,4,28,11.1,24.0,8.1,1,2,1,1,0,1,15.2,60.8,0
USR_00232,annual,23,34,22.7,7.5,23.9,1,3,14,1,0,2,21.08,484.84,0
USR_00233,monthly,7,46,16.8,7.7,30.5,0,3,2,0,0,2,31.19,218.33,1
USR_00234,monthly,19,28,17.0,19.6,37.0,1,2,7,0,0,12,35.17,668.23,0
USR_00235,annual,10,38,9.6,5.9,19.2,1,6,3,1,1,5,18.08,180.79999999999998,1
USR_00236,monthly,17,29,15.4,7.9,21.7,1,3,6,2,1,2,29.48,501.16,0
USR_00237,monthly,4,32,18.8,9.0,3.6,1,1,3,0,0,0,32.21,128.84,1
USR_00238,annual,21,44,3.9,11.2,40.8,1,2,2,2,0,16,20.91,439.11,1
USR_00239,monthly,3,38,6.1,12.6,13.5,0,4,4,0,0,3,31.38,94.14,1
USR_00240,premium,9,22,21.5,13.7,85.8,1,3,2,2,0,17,50.49,454.41,0
USR_00241,premium,2,27,24.8,7.0,36.0,1,1,14,1,0,12,48.09,96.18,0
USR_00242,premium,7,42,29.0,4.2,19.0,0,2,11,0,0,3,48.14,336.98,1
USR_00243,monthly,4,33,7.3,30.3,71.9,0,0,3,1,0,1,35.64,142.56,1
USR_00244,monthly,3,22,4.9,21.0,38.1,1,3,4,0,0,3,30.83,92.49,1
USR_00245,premium,40,25,19.0,1.0,35.8,0,2,9,0,1,6,51.02,2040.8000000000002,0
USR_00246,monthly,2,37,20.0,8.6,32.3,1,3,18,0,0,2,29.59,59.18,1
USR_00247,premium,18,39,7.4,3.9,41.5,0,2,5,0,0,13,45.63,821.34,0
USR_00248,premium,49,32,20.3,12.4,65.7,1,3,7,0,0,9,49.31,2416.19,0
USR_00249,premium,1,51,0.5,8.4,53.5,1,5,0,0,1,8,52.98,52.98,0
USR_00250,monthly,14,38,18.4,1.0,34.8,1,5,11,0,0,19,28.72,402.08,0
USR_00251,monthly,3,30,22.3,15.6,16.9,1,4,15,0,0,1,28.87,86.61,0
USR_00252,premium,1,25,4.1,3.9,38.2,1,2,2,2,0,11,45.31,45.31,0
USR_00253,monthly,6,24,16.3,3.6,14.8,1,2,6,0,0,22,25.33,151.98,1
USR_00254,monthly,32,34,15.7,1.0,43.5,1,3,5,1,0,3,33.4,1068.8,0
USR_00255,annual,1,28,12.6,21.1,7.8,1,2,1,1,0,1,24.1,24.1,1
USR_00256,premium,10,45,15.0,10.4,60.3,1,8,4,0,0,3,49.43,494.3,0
USR_00257,annual,8,43,7.6,8.0,30.8,0,3,5,0,0,7,22.14,177.12,1
USR_00258,annual,24,37,2.8,13.5,30.9,0,2,2,1,0,3,26.29,630.96,0
USR_00259,monthly,1,22,15.9,5.1,35.1,1,8,2,0,0,0,29.45,29.45,1
USR_00260,annual,13,26,13.5,10.1,42.4,0,1,1,2,0,3,20.18,262.34,1
USR_00261,premium,13,42,16.4,3.4,49.4,1,2,6,1,0,3,48.23,626.99,0
USR_00262,monthly,13,27,16.9,1.0,21.5,1,0,8,0,0,5,35.26,458.38,1
USR_00263,annual,34,40,3.4,9.9,37.2,0,2,1,0,0,1,18.97,644.98,1
USR_00264,premium,20,35,30.0,3.0,54.6,1,3,11,0,1,0,52.47,1049.4,0
USR_00265,annual,1,32,23.6,16.6,30.7,1,5,8,1,0,1,20.84,20.84,0
USR_00266,annual,7,26,4.1,7.2,6.0,0,3,1,0,0,3,19.07,133.49,0
USR_00267,annual,6,31,10.2,3.5,70.3,0,6,2,0,1,1,17.23,103.38,0
USR_00268,monthly,4,33,25.8,11.2,40.7,1,3,10,0,0,4,28.95,115.8,0
USR_00269,monthly,7,40,16.7,1.5,75.9,1,4,2,1,0,2,27.14,189.98000000000002,0
USR_00270,annual,5,24,19.1,17.2,39.8,1,4,9,0,0,0,22.02,110.1,0
USR_00271,annual,6,29,12.4,7.2,23.8,1,3,3,0,2,3,15.8,94.80000000000001,0
USR_00272,premium,46,32,14.8,20.1,53.5,0,3,5,0,0,5,49.8,2290.7999999999997,0
USR_00273,premium,1,37,16.3,1.8,34.1,1,4,7,0,0,1,53.1,53.1,0
USR_00274,annual,30,24,7.9,5.8,12.5,1,3,5,0,2,1,23.41,702.3,1
USR_00275,annual,7,21,11.7,2.4,31.1,0,2,3,0,0,0,19.31,135.17,0
USR_00276,annual,11,37,18.4,1.0,20.6,0,1,4,0,1,13,20.41,224.51,0
USR_00277,annual,21,19,5.8,37.3,22.3,1,2,2,1,1,5,17.96,377.16,1
USR_00278,annual,5,42,13.3,15.6,3.8,0,5,11,0,0,4,15.68,78.4,0
USR_00279,annual,6,30,11.1,4.7,53.0,0,8,5,0,0,1,20.95,125.69999999999999,1
USR_00280,premium,6,19,25.8,3.4,80.6,0,4,9,0,0,2,48.49,290.94,1
USR_00281,monthly,5,28,4.5,2.7,70.1,0,3,2,1,0,6,30.21,151.05,0
USR_00282,monthly,31,35,21.2,1.0,20.7,1,4,11,1,0,1,30.93,958.83,0
USR_00283,monthly,21,27,17.2,1.3,9.4,1,6,2,0,1,13,29.47,618.87,1
USR_00284,annual,1,32,12.3,1.3,28.7,1,3,3,0,0,3,15.0,15.0,0
USR_00285,monthly,1,37,20.5,13.2,16.6,1,4,9,0,0,3,28.58,28.58,0
